#,ID,Title,Authors,Year,Source.title..Please..make.sure.to.enter.this.correctly..we.needed.to.check.if.it.belongs.to.predatory.journals.,Volume,Issue,Art_No,Page_start,Page_end,Page_count,Cited_by,DOI,Link,Exclusion_reason
601,717,Integrated management of root knot nematode (meloidogyne spp.) in tea (camellia sinensis) in kenya,"Kamunya S.M., Wachira F.N., Lang'at J., Otieno W., Sudoi V.",2008,International Journal of Pest Management,54,2,NA,129,136,NA,7,10.1080/09670870701757896,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549101630&doi=10.1080%2f09670870701757896&partnerID=40&md5=b1b8e8da9d34f1b174ce2027ef81e114,Missing data
602,721,"Impact of habitat diversification on arthropod communities: a study in the fields of chinese cabbage, brassica chinensis","Cai H.J., Li Z.S., You M.S.",2007,Insect Science,14,3,NA,241,249,NA,15,10.1111/j.1744-7917.2007.00150.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549135145&doi=10.1111%2fj.1744-7917.2007.00150.x&partnerID=40&md5=a2ea4f43a803730c9ff99b861e971ba8,Missing data
603,723,The role of intercropping different cereal species in controlling lepidopteran stemborers on maize in kenya,"Songa J.M., Jiang N., Schulthess F., Omwega C.",2007,Journal of Applied Entomology,131,1,NA,40,49,NA,31,10.1111/j.1439-0418.2006.01116.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846518785&doi=10.1111%2fj.1439-0418.2006.01116.x&partnerID=40&md5=72e049c6d8834b8ae971267db466a3ff,Missing data
604,724,Increasing vineyard floral resources may not enhance localised biological control of the leafroller epiphyas postvittana (lepidoptera: tortricidae) by dolichogenidea spp. (hymenoptera: braconidae) parasitoids,"Bell V.A., Brightwell R.J., Lester P.J.",2006,Biocontrol Science and Technology,16,10,NA,1031,1042,NA,17,10.1080/09583150600828502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750891575&doi=10.1080%2f09583150600828502&partnerID=40&md5=d1617ef7a84daca31d2facf43e3c8360,Different Output 
605,725,Intercropping sunflower in organic vegetables to augment bird predators of arthropods,"Jones G.A., Sieving K.E.",2006,"Agriculture, Ecosystems and Environment",117,NA,NA,171,177,NA,38,10.1016/j.agee.2006.03.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748946395&doi=10.1016%2fj.agee.2006.03.026&partnerID=40&md5=267c02f1b34429621eff8d554ba893ca,Not compare simplifiedd vs diversified
606,726,Increasing productivity with intercropping systems in cabbage production,"Guvenc I., Yildirim E.",2006,Journal of Sustainable Agriculture,28,4,NA,29,44,NA,16,10.1300/J064v28n04_04,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750211863&doi=10.1300%2fJ064v28n04_04&partnerID=40&md5=4bf3d33d3fac4535990860daceaa7e73,Not compare biodiversity
607,730,Effects of intercropping tomato (lycopersicon esculentum) at different times with cowpea (vigna unguiculata) or okra (abelmoschus esculentus) on crop damage by major insect pests,"Pitan O.O.R., Olatunde G.O.",2006,Journal of Agricultural Science,144,4,NA,361,368,NA,6,10.1017/S0021859606006277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747586099&doi=10.1017%2fS0021859606006277&partnerID=40&md5=2e2dcddab39c642792064898c9121e39,Missing data
608,731,Using selective food plants to maximize biological control of vineyard pests,"Begum M., Gurr G.M., Wratten S.D., Hedberg P.R., Nicol H.I.",2006,Journal of Applied Ecology,43,3,NA,547,554,NA,102,10.1111/j.1365-2664.2006.01168.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646573321&doi=10.1111%2fj.1365-2664.2006.01168.x&partnerID=40&md5=2ddf7ffc5aebbdc4dafbb24adc18858f,Different Output 
609,732,The influence of floral resource subsidies on parasitism rates of leafrollers (lepidoptera: tortricidae) in new zealand vineyards,"Berndt L.A., Wratten S.D., Scarratt S.L.",2006,Biological Control,37,1,NA,50,55,NA,81,10.1016/j.biocontrol.2005.12.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644749386&doi=10.1016%2fj.biocontrol.2005.12.005&partnerID=40&md5=83c420bd14dd5862ced947ac8ff1a698,Missing data
610,735,"Abundance, dispersion and parasitism of the stem borer busseola fusca (lepidoptera: noctuidae) in maize in the humid forest zone of southern cameroon","Chabi-Olaye A., Nolte C., Schulthess F., Borgemeister C.",2005,Bulletin of Entomological Research,95,2,NA,169,177,NA,26,10.1079/BER2004347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444408961&doi=10.1079%2fBER2004347&partnerID=40&md5=aafc91a9af7558d25d09c7a86016c271,Missing data
611,736,Impact of flowering buckwheat on lepidopteran cabbage pests and their parasitoids at two spatial scales,"Lee J.C., Heimpel G.E.",2005,Biological Control,34,3 SPEC. ISS.,NA,290,301,NA,99,10.1016/j.biocontrol.2005.06.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844542696&doi=10.1016%2fj.biocontrol.2005.06.002&partnerID=40&md5=88c2d3f4fab311921cc253d97a8df4a6,Different Output 
612,738,"Aggregation of potato leafhoppers, empoasca fabae (harris) (homoptera: cicadellidae), on a trap crop in an edible bean, phaseolus vulgaris l., intercropping system","Bullas-Appleton E.S., Gillard C., Schaafsma A.W.",2005,Canadian Journal of Plant Science,85,1,NA,237,242,NA,4,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444505671&partnerID=40&md5=2b35f18f1412ab0abab8c42f0da1e740,Missing data
613,739,Intercropping with sunflowers to attract beneficial insects in organic agriculture,"Jones G.A., Gillett J.L.",2005,Florida Entomologist,88,1,NA,91,96,NA,26,10.1653/0015-4040(2005)088[0091:IWSTAB]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18044373458&doi=10.1653%2f0015-4040%282005%29088%5b0091%3aIWSTAB%5d2.0.CO%3b2&partnerID=40&md5=f39d464bda0e5c5e33c69c270e3f5662,Not compare simplifiedd vs diversified
614,741,Can flowering plants enhance numbers of beneficial arthropods in uk apple and pear orchards?,"Fitzgerald J.D., Solomon M.G.",2004,Biocontrol Science and Technology,14,3,NA,291,300,NA,32,10.1080/09583150410001665178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442422008&doi=10.1080%2f09583150410001665178&partnerID=40&md5=a78ae6780502a9342566168c517a93c8,Missing data
615,745,Management of insect pests of soybean: effects of sowing date and intercropping on damage and grain yield in the nigerian sudan savanna,"Sastawa B.M., Lawan M., Maina Y.T.",2004,Crop Protection,23,2,NA,155,161,NA,19,10.1016/j.cropro.2003.07.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0742288648&doi=10.1016%2fj.cropro.2003.07.007&partnerID=40&md5=ddff4ade2481412ba523f6eb47277843,Missing data
616,746,The cassava root mealybug (stictococcus vayssierei richard) (homoptera: stictococcidae): a threat to cassava production and utilization in cameroon,Ngeve J.M.,2003,International Journal of Pest Management,49,4,NA,327,333,NA,11,10.1080/09670870310001603900,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345134724&doi=10.1080%2f09670870310001603900&partnerID=40&md5=0df32d0f6b2fff7619b90b38f6ddd5c1,Missing data
617,748,Factors affecting infestations of the stalk borer busseola fusca (lepitoptera: noctuidae) on maize in the forest zone of cameroon with special reference to scelionid egg parasitoids,"Ndemah R., Schulthess F., Korie S., Borgemeister C., Poehling H.-M., Cardwell K.",2003,Environmental Entomology,32,1,NA,51,60,NA,36,10.1603/0046-225X-32.1.51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037307233&doi=10.1603%2f0046-225X-32.1.51&partnerID=40&md5=d179cb6b61ad8d9fbc8f291d60e27e59,Not compare simplifiedd vs diversified
618,749,Integrated management of strawberry pests by rotation and intercropping,"LaMondia J.A., Elmer W.H., Mervosh T.L., Cowles R.S.",2002,Crop Protection,21,9,NA,837,846,NA,39,10.1016/S0261-2194(02)00050-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036838185&doi=10.1016%2fS0261-2194%2802%2900050-9&partnerID=40&md5=7979973c14a059996e13f4b57165dbaa,Different Output 
619,750,Pests and their natural enemies on soybean and corn grown in diversified systems [pragas e inimigos naturais na soja e no milho cultivados em sistemas diversificados],"Cividanes F.J., Yamamoto F.T.",2002,Scientia Agricola,59,4,NA,683,687,NA,7,10.1590/S0103-90162002000400010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957664188&doi=10.1590%2fS0103-90162002000400010&partnerID=40&md5=f2fb07a991334dbfc3edc4c24921cf12,Not English
620,752,"Effects of legume intercrops on soil-borne pests, biomass, nutrients and soil water in banana","McIntyre B., Gold C., Kashaija I., Ssali H., Night G., Bwamiki D.",2001,Biology and Fertility of Soils,34,5,NA,342,348,NA,36,10.1007/s003740100417,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035162525&doi=10.1007%2fs003740100417&partnerID=40&md5=f7c539b7d9ea5ad459794eafe26fe643,Missing data
621,753,An economic evaluation of intercropping with tomato and okra in a rain forest zone of nigeria,Adeniyi O.R.,2001,Journal of Horticultural Science and Biotechnology,76,3,NA,347,349,NA,9,10.1080/14620316.2001.11511375,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034994643&doi=10.1080%2f14620316.2001.11511375&partnerID=40&md5=3c159ffa2eb44cda9342bad7dc8e7d1a,Not compare biodiversity
622,756,Effect of silver reflective mulch and a summer squash trap crop on densities of immature bemisia argentifolii (homoptera: aleyrodidae) on organic bean,"Smith H.A., Koenig R.L., McAuslane H.J., McSorley R.",2000,Journal of Economic Entomology,93,3,NA,726,731,NA,23,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034202657&partnerID=40&md5=cb2c1b5f3026cce8792022dbe235bb4f,Different Output 
623,757,Legumes for improving maize yields and income in semi-arid kenya,"Rao M.R., Mathuva M.N.",2000,"Agriculture, Ecosystems and Environment",78,2,NA,123,137,NA,66,10.1016/S0167-8809(99)00125-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033964284&doi=10.1016%2fS0167-8809%2899%2900125-5&partnerID=40&md5=f5c7ddb7bc349c53667f86b0893f6739,Not compare biodiversity
624,759,"Evaluation of host plant resistance, sowing date modification and intercropping as methods for the control of mylabris and coryna species (coleoptera: meloidae) infesting pearl millet in the nigerian sudan savanna","Lale N.E.S., Sastawa B.M.",2000,Journal of Arid Environments,46,3,NA,263,280,NA,5,10.1006/jare.2000.0690,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034538673&doi=10.1006%2fjare.2000.0690&partnerID=40&md5=d3a767a012e9124711ff931ce7d9b941,Missing data
625,761,Relative attractiveness of potential beneficial insectary plants to aphidophagous hoverflies (diptera: syrphidae),"Colley M.R., Luna J.M.",2000,Environmental Entomology,29,5,NA,1054,1059,NA,94,10.1603/0046-225X-29.5.1054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033786614&doi=10.1603%2f0046-225X-29.5.1054&partnerID=40&md5=36ff3ed299d4901e57f7bea530b6b51b,Not compare simplifiedd vs diversified
626,764,Incidence and distribution in sorghum of the spotted stem borer chilo partellus and associated natural enemies in farmers' fields in andhra pradesh and maharashtra states,"Duale A.H., Nwanze K.F.",1999,International Journal of Pest Management,45,1,NA,3,7,NA,8,10.1080/096708799227978,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032807994&doi=10.1080%2f096708799227978&partnerID=40&md5=c32aed13e6d0eddd329ec8e5ddc70508,Not compare simplifiedd vs diversified
627,766,The effects of cropping systems on cassava whiteflies in colombia: implications for control of african cassava mosaic virus disease,"Gold, C. S.",1994,African Crop Science Journal,2,4,NA,423,436,NA,NA,NA,https://www.ajol.info/index.php/acsj/article/view/135921,Missing data
628,767,"Influence of surrounding plants on densities of pieris rapae (l) eggs and larvae (lepidoptera, pieridae) on collards","Maguire, L. A.",1984,Environmental Entomology,13,NA,NA,464,468,NA,NA,10.1093/ee/13.2.464,NA,Missing data
629,768,Insect population response to mixed and uniform planting of resistant and susceptible plant material,"Cantelo, W. W., Sanford, L. L.",1984,Environmental Entomology,13,5,NA,1443,1445,NA,NA,10.1093/ee/13.5.1443,NA,Missing data
630,769,The potential of genotypically diverse cultivar mixtures to moderate aphid populations in wheat (triticum aestivum l.),"Shoffner, A. V., Tooker, J. F.",2013,Arthropod-Plant Interactions,7,NA,NA,33,43,NA,NA,10.1007/s11829-012-9226-z,NA,No conducted in the field
631,770,Using plant volatile traps to estimate the diversity of natural enemy communities in orchard ecosystems,"Mills N.J., Jones V.P., Baker C.C., Melton T.D., Steffan S.A., Unruh T.R., Horton D.R., Shearer P.W., Amarasekare K.G., Milickzy E.",2016,Biological Control,102,NA,NA,66,76,NA,5,10.1016/j.biocontrol.2016.05.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969579572&doi=10.1016%2fj.biocontrol.2016.05.001&partnerID=40&md5=f75afe576def855beb676c91519a1b85,Not compare simplifiedd vs diversified
632,771,"Evaluating plant volatiles for monitoring natural enemies in apple, pear and walnut orchards","Jones V.P., Horton D.R., Mills N.J., Unruh T.R., Baker C.C., Melton T.D., Milickzy E., Steffan S.A., Shearer P.W., Amarasekare K.G.",2016,Biological Control,102,NA,NA,53,65,NA,24,10.1016/j.biocontrol.2015.03.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946153612&doi=10.1016%2fj.biocontrol.2015.03.009&partnerID=40&md5=be8777130c74c5874b99f313be3054bf,Not compare simplifiedd vs diversified
633,772,Using plant volatile traps to develop phenology models for natural enemies: an example using chrysopa nigricornis (burmeister) (neuroptera: chrysopidae),"Jones V.P., Horton D.R., Mills N.J., Unruh T.R., Miliczky E., Shearer P.W., Amarasekare K.G., Baker C.C., Melton T.D.",2016,Biological Control,102,NA,NA,77,84,NA,8,10.1016/j.biocontrol.2014.12.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921033315&doi=10.1016%2fj.biocontrol.2014.12.012&partnerID=40&md5=fea11225a5fd92fa9db550290adb42a4,Not compare simplifiedd vs diversified
634,773,"Scale-dependent effects of landscape composition and configuration on natural enemy diversity, crop herbivory, and yields","Martin E.A., Seo B., Park C.-R., Reineking B., Steffan-Dewenter I.",2016,Ecological Applications,26,2,NA,448,462,NA,35,10.1890/15-0856,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969852601&doi=10.1890%2f15-0856&partnerID=40&md5=8c8b143c7f66fcbf04c34353d1a991e4,Different Output 
635,774,"Pesticide use within a pollinator-dependent crop has negative effects on the abundance and species richness of sweat bees, lasioglossum spp., and on bumble bee colony growth","Mallinger R.E., Werts P., Gratton C.",2015,Journal of Insect Conservation,19,5,NA,999,1010,NA,10,10.1007/s10841-015-9816-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946494516&doi=10.1007%2fs10841-015-9816-z&partnerID=40&md5=8b0e9c8a4b88ed37544a64e8690ea996,Not compare simplifiedd vs diversified
636,776,Habitat eradication and cropland intensification may reduce parasitoid diversity and natural pest control services in annual crop fields,"Letourneau D.K., Allen S.G.B., Kula R.R., Sharkey M.J., Stireman J.O.",2015,Elementa,3,NA,69,NA,NA,NA,10,10.12952/journal.elementa.000069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019456193&doi=10.12952%2fjournal.elementa.000069&partnerID=40&md5=5c36f6ba94a2e8333e120b849d7af67e,Not compare simplifiedd vs diversified
637,777,The challenge of accurately documenting bee species richness in agroecosystems: bee diversity in eastern apple orchards,"Russo L., Park M., Gibbs J., Danforth B.",2015,Ecology and Evolution,5,17,NA,3531,3540,NA,21,10.1002/ece3.1582,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941192042&doi=10.1002%2fece3.1582&partnerID=40&md5=4c87cf041881e888b36a9b0be30411e9,Not compare simplifiedd vs diversified
638,778,Detecting pest control services across spatial and temporal scales,"Chaplin-Kramer R., de Valpine P., Mills N.J., Kremen C.",2013,"Agriculture, Ecosystems and Environment",181,NA,NA,206,212,NA,42,10.1016/j.agee.2013.10.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887157514&doi=10.1016%2fj.agee.2013.10.007&partnerID=40&md5=92932e440c86ce3f9faebf4ab539b850,Not compare simplifiedd vs diversified
639,779,Native bees buffer the negative impact of climate warming on honey bee pollination of watermelon crops,"Rader R., Reilly J., Bartomeus I., Winfree R.",2013,Global Change Biology,19,10,NA,3103,3110,NA,61,10.1111/gcb.12264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883600854&doi=10.1111%2fgcb.12264&partnerID=40&md5=586ba8e911154288af2a4c2b199ee65b,Irrelevant 
640,780,Pan trap catches of pollinator insects vary with habitat,"Saunders M.E., Luck G.W.",2013,Australian Journal of Entomology,52,2,NA,106,113,NA,23,10.1111/aen.12008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877131860&doi=10.1111%2faen.12008&partnerID=40&md5=31de5aec27af33c45625623de8b7a046,Missing data
641,781,Response diversity to land use occurs but does not consistently stabilise ecosystem services provided by native pollinators,"Cariveau D.P., Williams N.M., Benjamin F.E., Winfree R.",2013,Ecology Letters,16,7,NA,903,911,NA,51,10.1111/ele.12126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931749016&doi=10.1111%2fele.12126&partnerID=40&md5=cf2479976a475e4d614eb63f00f11eba,Not compare simplifiedd vs diversified
642,782,"Perennial habitat fragments, parasitoid diversity and parasitism in ephemeral crops","Letourneau D.K., Bothwell Allen S.G., Stireman J.O.",2012,Journal of Applied Ecology,49,6,NA,1405,1416,NA,38,10.1111/1365-2664.12001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870369456&doi=10.1111%2f1365-2664.12001&partnerID=40&md5=fc6cd32512e29e47fa2547625e489d0c,Not compare simplifiedd vs diversified
643,783,Creating patches of native flowers facilitates crop pollination in large agricultural fields: mango as a case study,"Carvalheiro L.G., Seymour C.L., Nicolson S.W., Veldtman R.",2012,Journal of Applied Ecology,49,6,NA,1373,1383,NA,76,10.1111/j.1365-2664.2012.02217.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870314099&doi=10.1111%2fj.1365-2664.2012.02217.x&partnerID=40&md5=e29536c09556a59134debcb94d19e524,Not compare simplifiedd vs diversified
644,784,"Responses of plant, insect and spider biodiversity to local and landscape scale management intensity in cereal crops and grasslands","Bat·ry P., Holzschuh A., Orci K.M., Samu F., Tscharntke T.",2012,"Agriculture, Ecosystems and Environment",146,1,NA,130,136,NA,82,10.1016/j.agee.2011.10.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355149375&doi=10.1016%2fj.agee.2011.10.018&partnerID=40&md5=d3f758c4aa96c23c63a6e6461de49aed,Not compare simplifiedd vs diversified
